CustomerID,Monthly Charges,Total Charges,Payment Method,Paperless Billing,CLTV
0107-YHINA,99.75,99.75,Electronic check,Yes,4214
8640-SDGKB,74.4,299.7,Electronic check,Yes,3633
4116-TZAQJ,74.25,639.65,Credit card (automatic),Yes,5393
3877-JRJIP,59.85,59.85,Electronic check,Yes,4017
8375-DKEBR,69.6,69.6,Electronic check,Yes,3438
7511-YMXVQ,45.4,418.8,Electronic check,Yes,5028
7551-JOHTI,19.5,19.5,Mailed check,No,5211
9804-ICWBG,69.9,69.9,Electronic check,Yes,3349
5318-IXUZF,87.15,183.75,Bank transfer (automatic),Yes,4149
3198-VELRD,84.75,264.85,Bank transfer (automatic),Yes,2014
9436-ZBZCT,89.95,1178.4,Electronic check,Yes,5463
7279-BUYWN,113.2,4689.5,Electronic check,Yes,3380
7156-MHUGY,90.5,1201.15,Electronic check,Yes,5394
7198-GLXTC,79.0,143.65,Electronic check,No,5239
0516-VRYBW,20.15,390.85,Bank transfer (automatic),No,4931
8380-PEFPE,71.65,71.65,Electronic check,Yes,2377
5687-DKDTV,20.35,77.5,Mailed check,No,5984
7530-HDYDS,84.25,3264.5,Credit card (automatic),Yes,2885
3096-IZETN,78.1,947.3,Bank transfer (automatic),No,4741
5922-ABDVO,89.65,1761.05,Mailed check,No,3046
9172-ANCRX,98.7,973.25,Electronic check,Yes,5561
6910-HADCM,76.35,76.35,Electronic check,No,5613
4816-LXZYW,79.15,1676.95,Electronic check,Yes,5216
9606-PBKBQ,85.0,2642.05,Electronic check,Yes,4584
3536-IQCTX,85.3,2661.1,Electronic check,No,2712
4911-BANWH,86.55,2697.4,Credit card (automatic),Yes,4198
8496-EJAUI,73.85,1424.5,Credit card (automatic),Yes,2251
3132-TVFDZ,44.85,2572.95,Electronic check,Yes,5172
8080-DDEMJ,45.1,45.1,Electronic check,No,4499
6365-MTGZX,96.0,2122.45,Electronic check,Yes,3068
1349-WXNGG,20.05,20.05,Bank transfer (automatic),No,4710
6990-YNRIO,108.65,6937.95,Bank transfer (automatic),No,6120
0621-TWIEM,45.55,402.6,Electronic check,Yes,4097
2485-ITVKB,35.1,68.75,Electronic check,Yes,2643
3669-OYSJI,46.2,46.2,Credit card (automatic),No,4167
1612-EOHDH,45.15,45.15,Electronic check,No,5828
6702-OHFWR,43.3,43.3,Electronic check,Yes,4972
4510-PYUSH,57.15,2250.65,Credit card (automatic),Yes,3110
7517-SAWMO,73.2,1441.1,Electronic check,Yes,4718
4143-HHPMK,85.35,4338.6,Electronic check,Yes,6402
7054-LGEQW,45.95,45.95,Mailed check,No,4888
0923-PNFUB,83.75,247.25,Electronic check,No,4852
3494-JCHRQ,70.05,70.05,Electronic check,Yes,2699
6474-FVJLC,86.0,165.45,Electronic check,Yes,4546
8840-DQLGN,100.5,3653.35,Bank transfer (automatic),Yes,4745
4547-LYTDD,72.65,1194.3,Electronic check,No,2850
6770-XUAGN,21.0,21,Electronic check,Yes,3753
4193-ORFCL,45.1,45.1,Mailed check,No,2740
7776-QWNFX,50.4,1527.5,Bank transfer (automatic),Yes,4795
6689-TCZHQ,78.95,378.4,Electronic check,No,4054
3143-ILDAL,94.45,5124.6,Electronic check,Yes,4830
4720-VSTSI,84.8,3862.55,Bank transfer (automatic),Yes,3997
3946-MHCZW,50.9,50.9,Mailed check,No,5111
6651-AZVTJ,99.8,4872.45,Electronic check,Yes,6088
4566-GOLUK,107.35,5118.95,Bank transfer (automatic),Yes,3620
2484-DGXPZ,19.55,658.95,Mailed check,Yes,2687
4587-NUKOX,79.1,246.5,Electronic check,Yes,5339
0420-BWTPW,25.5,215.2,Mailed check,No,5578
8183-ONMXC,80.75,159.45,Electronic check,No,2176
9614-RMGHA,91.85,5940.85,Bank transfer (automatic),Yes,5530
5054-IEXZT,75.35,75.35,Electronic check,Yes,5284
5834-ASPWA,75.45,75.45,Electronic check,Yes,5518
3948-XHGNA,49.55,1210.4,Bank transfer (automatic),Yes,5005
0565-IYCGT,78.6,5356.45,Credit card (automatic),Yes,6230
5445-UTODQ,81.1,576.65,Electronic check,Yes,3238
1024-VRZHF,74.95,825.7,Electronic check,Yes,2044
9497-QCMMS,93.55,93.55,Electronic check,Yes,5536
0348-SDKOL,102.1,5885.4,Credit card (automatic),Yes,4415
4373-MAVJG,90.9,1259,Bank transfer (automatic),Yes,5148
8901-HJXTF,29.2,309.1,Mailed check,No,3747
5419-KLXBN,89.15,2257.75,Bank transfer (automatic),Yes,5853
3424-NMNBO,108.85,6287.25,Electronic check,Yes,4739
4514-GFCFI,84.75,1350.15,Electronic check,Yes,5136
9828-AOQLM,45.7,45.7,Electronic check,Yes,3187
8000-REIQB,69.95,69.95,Electronic check,Yes,3208
7615-ESMYF,44.6,97.1,Electronic check,No,5482
3858-VOBET,74.95,1710.45,Electronic check,Yes,5897
1447-PJGGA,95.25,5464.65,Electronic check,Yes,5789
8565-CLBZW,89.85,2165.05,Mailed check,Yes,2050
9139-WQQDY,100.45,4941.8,Mailed check,No,4235
0224-HJAPT,47.15,223.15,Electronic check,No,2857
8086-OVPWV,80.2,181.1,Electronic check,Yes,2384
9430-FRQOC,87.1,341.45,Mailed check,Yes,5587
3074-GQWYX,75.9,357.75,Bank transfer (automatic),Yes,3520
6845-RGTYS,98.75,4533.7,Electronic check,Yes,4622
8861-HGGKB,86.45,830.85,Electronic check,No,5699
7065-YUNRY,45.3,45.3,Mailed check,Yes,3049
7694-VLBWQ,104.1,7040.85,Electronic check,No,4857
4795-KTRTH,81.0,371.65,Electronic check,Yes,4287
6481-OGDOO,90.6,6056.15,Credit card (automatic),Yes,4394
3753-TSEMP,88.15,1390.6,Electronic check,No,2524
8305-VHZBZ,20.2,20.2,Mailed check,Yes,4325
9172-JITSM,90.8,2361.8,Electronic check,Yes,2641
6298-QDFNH,79.35,1730.35,Electronic check,Yes,4718
9961-JBNMK,96.8,2030.3,Bank transfer (automatic),Yes,4317
6173-ITPWD,83.35,4065,Bank transfer (automatic),Yes,2516
9734-UYXQI,49.4,106.55,Electronic check,Yes,5115
2189-UXTKY,79.2,1742.75,Electronic check,Yes,3410
4958-GZWIY,48.7,340.25,Electronic check,No,2984
6356-ELRKD,95.6,95.6,Electronic check,Yes,4091
8624-GIOUT,59.75,2934.3,Credit card (automatic),Yes,6006
6179-GJPSO,108.15,4600.7,Credit card (automatic),Yes,2833
3177-LASXD,71.35,71.35,Electronic check,No,2619
4897-QSUYC,20.15,20.15,Mailed check,Yes,4939
1084-UQCHV,69.75,69.75,Bank transfer (automatic),No,2901
8290-YWKHZ,93.2,2931,Electronic check,Yes,5247
2955-BJZHG,80.85,1400.85,Electronic check,No,5174
3806-DXQOM,33.65,137.85,Electronic check,Yes,2563
9300-RENDD,79.95,79.95,Electronic check,Yes,4815
0761-AETCS,19.3,19.3,Electronic check,No,3236
2153-MREFK,99.2,3754.6,Electronic check,Yes,3599
3106-ULWFW,85.2,627.4,Credit card (automatic),Yes,2887
0925-VYDLG,75.25,242,Electronic check,No,5898
4349-GFQHK,54.35,54.35,Electronic check,No,4212
7802-EFKNY,24.95,100.4,Electronic check,Yes,5865
8035-BUYVG,42.35,1716.45,Electronic check,Yes,5422
9787-XVQIU,75.3,75.3,Electronic check,Yes,3596
8945-MUQUF,94.8,4837.6,Electronic check,Yes,5074
8051-HJRLT,70.55,70.55,Electronic check,Yes,2146
3023-GFLBR,86.15,2745.7,Credit card (automatic),No,3336
0524-IAVZO,85.0,2624.25,Electronic check,Yes,3698
2737-YNGYW,80.55,184.1,Electronic check,No,2856
5159-YFPKQ,75.8,160.75,Electronic check,Yes,5270
4021-RQSNY,98.5,3004.15,Electronic check,Yes,5137
9061-TIHDA,95.25,1233.65,Electronic check,Yes,2982
8699-ASUFO,74.4,527.9,Mailed check,Yes,4969
7927-AUXBZ,85.15,2555.9,Electronic check,No,4417
4695-WJZUE,88.55,179.25,Electronic check,Yes,3685
7619-ODSGN,54.75,1338.15,Electronic check,No,5699
3988-RQIXO,91.3,91.3,Electronic check,Yes,2371
2514-GINMM,79.5,79.5,Electronic check,Yes,4490
5931-FLJJF,70.1,467.55,Mailed check,Yes,3669
2659-VXMWZ,111.3,7482.1,Electronic check,Yes,4146
3207-OYBWH,95.25,5427.05,Bank transfer (automatic),Yes,6259
4285-GYRQC,86.25,587.1,Electronic check,Yes,3344
7216-EWTRS,100.8,100.8,Electronic check,Yes,3128
8337-MSSXB,86.3,1180.95,Electronic check,Yes,3677
8182-BJDSI,89.95,2625.55,Electronic check,Yes,2468
2528-HFYZX,76.45,1233.4,Electronic check,Yes,3266
2482-CZGBB,70.0,740,Electronic check,Yes,3156
0866-QLSIR,64.4,2088.75,Mailed check,Yes,5189
7181-BQYBV,102.45,102.45,Electronic check,Yes,4811
6204-IEUXJ,80.1,217.55,Credit card (automatic),No,4330
4529-CKBCL,80.2,146.05,Electronic check,Yes,4381
2506-CLAKW,98.15,567.45,Bank transfer (automatic),Yes,3578
1583-IHQZE,112.95,1384.75,Mailed check,Yes,3965
0151-ONTOV,70.9,70.9,Mailed check,No,4739
4140-MUHUG,86.85,220.95,Electronic check,Yes,3561
0320-JDNQG,99.85,2331.3,Electronic check,Yes,3425
7180-PISOG,74.5,74.5,Electronic check,Yes,5554
3571-RFHAR,109.15,6941.2,Electronic check,Yes,6001
9578-VRMNM,65.2,1043.35,Credit card (automatic),Yes,4722
1587-FKLZB,99.5,6822.15,Credit card (automatic),Yes,4479
6140-QNRQQ,71.55,71.55,Mailed check,Yes,5739
4307-KTUMW,93.9,5029.2,Electronic check,No,5543
5440-FLBQG,108.4,7318.2,Bank transfer (automatic),Yes,4708
7470-MCQTK,48.75,633.4,Bank transfer (automatic),Yes,2655
7488-MXJIV,85.65,321.65,Electronic check,Yes,3223
2027-FECZV,106.7,1253.9,Electronic check,Yes,2406
2672-DZUOY,25.15,25.15,Electronic check,Yes,5386
3870-MQAMG,110.35,5893.15,Electronic check,No,6189
4800-CZMPC,103.25,5037.55,Credit card (automatic),Yes,4736
7377-DMMRI,47.8,92.45,Electronic check,Yes,4134
8949-JTMAY,98.6,2933.2,Credit card (automatic),Yes,5144
2774-LVQUS,83.05,1258.3,Electronic check,Yes,2596
3211-ILJTT,70.4,1214.05,Bank transfer (automatic),Yes,4469
4612-THJBS,104.75,5510.65,Bank transfer (automatic),Yes,5605
4094-NSEDU,94.25,1973.75,Electronic check,Yes,4819
5103-MHMHY,45.95,45.95,Mailed check,No,4563
1846-XWOQN,70.15,70.15,Electronic check,Yes,2825
0235-KGSLC,85.55,85.55,Credit card (automatic),Yes,3967
2884-GBPFB,70.3,2416.55,Electronic check,Yes,5413
3757-NJYBX,106.35,3520.75,Bank transfer (automatic),No,4113
5136-KCKGI,103.7,3467,Mailed check,Yes,4461
3722-WPXTK,88.35,88.35,Electronic check,Yes,4254
2929-ERCFZ,94.2,777.3,Electronic check,Yes,2939
7548-SEPYI,96.25,512.45,Electronic check,Yes,5056
8835-VSDSE,70.7,141.45,Electronic check,Yes,4559
1623-NLDOT,33.55,1445.3,Mailed check,No,2044
9898-KZQDZ,94.55,3640.45,Credit card (automatic),Yes,5676
5236-PERKL,112.95,6465,Bank transfer (automatic),Yes,4738
7854-FOKSF,35.9,35.9,Electronic check,No,4747
2519-FAKOD,99.25,3777.15,Bank transfer (automatic),Yes,5274
8263-JQAIK,24.45,47.5,Mailed check,Yes,5573
7089-IVVAZ,103.35,847.3,Bank transfer (automatic),Yes,2363
2205-YMZZJ,84.8,546.95,Electronic check,Yes,2015
1254-IZEYF,99.95,3186.65,Electronic check,Yes,5362
9492-TOKRI,90.0,1527.35,Credit card (automatic),Yes,2708
9221-OTIVJ,104.85,1531.4,Electronic check,Yes,2292
3325-FUYCG,106.1,2847.4,Electronic check,No,3770
5908-QMGOE,74.2,1133.9,Credit card (automatic),Yes,4553
8481-YYXWG,89.35,461.7,Electronic check,Yes,4584
2609-IAICY,77.15,77.15,Electronic check,Yes,2756
1740-CSDJP,35.25,35.25,Bank transfer (automatic),Yes,2548
2636-OHFMN,48.55,201,Electronic check,Yes,3955
1323-OOEPC,98.4,5149.5,Credit card (automatic),Yes,6481
0397-GZBBC,93.85,5574.75,Bank transfer (automatic),Yes,5390
7641-EUYET,100.7,4541.2,Electronic check,Yes,5712
9921-ZVRHG,80.45,1072,Electronic check,Yes,4155
4701-MLJPN,55.25,1715.65,Electronic check,Yes,2933
9206-GVPEQ,54.45,706.85,Electronic check,Yes,5212
1596-BBVTG,75.35,2636.05,Credit card (automatic),No,2785
8433-WXGNA,75.7,189.2,Electronic check,Yes,4676
3707-GNWHM,74.25,74.25,Mailed check,Yes,4750
8922-LIEGH,89.7,2187.55,Electronic check,Yes,4078
8245-UMPYT,96.4,1581.2,Electronic check,Yes,2688
5186-SAMNZ,69.5,69.5,Bank transfer (automatic),Yes,3273
5373-SFODM,85.25,3132.75,Credit card (automatic),Yes,3041
5766-ZJYBB,19.4,19.4,Mailed check,No,4152
8931-GJJIQ,83.3,803.3,Electronic check,Yes,3520
4277-PVRAN,80.1,679.3,Bank transfer (automatic),Yes,5071
0022-TCJCI,62.7,2791.5,Credit card (automatic),No,2654
0203-HHYIJ,25.3,676.35,Bank transfer (automatic),No,3779
0952-KMEEH,98.15,1230.25,Mailed check,No,5525
8178-EYZUO,93.7,4154.8,Electronic check,Yes,3378
5130-IEKQT,105.95,2655.25,Mailed check,No,4283
3230-WYKIR,82.0,1425.45,Credit card (automatic),Yes,3306
0407-BDJKB,95.75,5742.9,Electronic check,Yes,4129
9600-UDOPK,94.05,2866.45,Credit card (automatic),Yes,4095
4074-SJFFA,54.75,54.75,Mailed check,Yes,2614
3269-ATYWD,95.65,3759.05,Bank transfer (automatic),Yes,4892
4910-GMJOT,94.6,94.6,Electronic check,Yes,4033
0354-WYROK,98.9,2911.3,Electronic check,Yes,4050
7576-OYWBN,76.05,231.8,Electronic check,Yes,2930
5539-TMZLF,69.75,69.75,Electronic check,Yes,5057
4323-SADQS,34.5,279.25,Electronic check,Yes,3520
4446-BZKHU,105.55,6281.45,Electronic check,Yes,5011
5202-IVJNU,30.1,1131.3,Credit card (automatic),No,3106
5976-JCJRH,70.3,738.2,Electronic check,Yes,2162
0137-OCGAB,80.2,80.2,Mailed check,Yes,3056
3351-NQLDI,94.35,6341.45,Credit card (automatic),Yes,4348
7593-JNWRU,44.6,260.8,Bank transfer (automatic),Yes,4525
4588-YBNIB,19.6,19.6,Mailed check,Yes,4205
3336-JORSO,110.45,3655.45,Electronic check,Yes,3401
5028-GZLDO,70.7,140.7,Credit card (automatic),No,5317
6861-XWTWQ,99.25,665.45,Electronic check,Yes,2487
6877-TJMBR,84.8,84.8,Electronic check,Yes,2627
6769-DCQLI,105.0,5426.85,Bank transfer (automatic),Yes,4630
2433-KMEAS,54.45,1127.35,Electronic check,Yes,2445
2195-ZRVAX,85.3,4045.65,Electronic check,Yes,3631
3550-SAHFP,83.35,2757.85,Electronic check,Yes,5456
2011-TRQYE,33.5,600,Credit card (automatic),Yes,5474
4873-ILOLJ,90.35,2238.5,Electronic check,Yes,5546
2725-KXXWT,90.75,90.75,Electronic check,Yes,5460
9565-DJPIB,89.6,365.65,Mailed check,No,4689
8348-HFYIV,49.25,90.35,Electronic check,Yes,5775
6849-WLEYG,19.75,19.75,Mailed check,No,2611
4659-NZRUF,95.15,1789.25,Electronic check,Yes,5830
8429-XIBUM,101.35,2317.1,Bank transfer (automatic),Yes,4694
2608-BHKFN,70.05,266.9,Credit card (automatic),Yes,3600
7341-LXCAF,74.65,301.4,Electronic check,Yes,4013
9462-MJUAW,50.4,206.6,Mailed check,No,4399
8128-YVJRG,79.65,604.7,Mailed check,Yes,4513
4283-FUTGF,79.85,1471.75,Electronic check,Yes,3715
1569-TTNYJ,78.75,412.1,Electronic check,Yes,3401
2397-BRLOM,80.45,583.45,Credit card (automatic),Yes,3443
4749-VFKVB,50.1,50.1,Mailed check,Yes,4778
7598-UAASY,76.4,151.8,Electronic check,No,4340
7938-OUHIO,98.7,293.65,Electronic check,Yes,3916
8510-AWCXC,100.8,1308.1,Electronic check,Yes,3269
0431-APWVY,90.1,2598.95,Bank transfer (automatic),Yes,5958
3426-NIYYL,51.55,765.5,Electronic check,No,2087
8225-BTJAU,79.25,793.55,Electronic check,Yes,3856
3387-VATUS,94.85,462.8,Bank transfer (automatic),Yes,5701
1143-NMNQJ,85.7,169.8,Electronic check,Yes,2187
0415-MOSGF,44.4,44.4,Mailed check,No,3204
1724-BQUHA,89.5,477.7,Electronic check,Yes,2718
4826-XTSOH,86.05,86.05,Electronic check,Yes,4843
2495-INZWQ,44.55,174.3,Electronic check,Yes,5605
4139-SUGLD,35.4,1077.5,Bank transfer (automatic),No,2067
6857-VWJDT,95.65,95.65,Mailed check,No,3473
5624-BQSSA,20.95,20.95,Mailed check,No,4285
2408-WITXK,34.7,329.8,Electronic check,Yes,3244
5577-OTWWW,19.75,297.3,Bank transfer (automatic),No,2428
6100-QQHEB,92.55,1515.1,Electronic check,Yes,5775
2634-HCZGT,60.05,3229.65,Electronic check,Yes,5271
7503-QQRVF,74.3,1178.25,Credit card (automatic),Yes,2076
2691-NZETQ,85.35,758.6,Electronic check,Yes,2752
4404-HIBDJ,74.3,1863.8,Mailed check,No,5175
7295-JOMMD,98.1,396.3,Bank transfer (automatic),Yes,2895
5013-SBUIH,109.65,5551.15,Electronic check,Yes,5855
0709-TVGUR,74.55,622.9,Electronic check,Yes,3145
6023-YEBUP,100.95,329.95,Electronic check,Yes,5351
7209-JCUDS,94.9,1048.85,Electronic check,Yes,2832
3001-CBHLQ,104.9,3351.55,Electronic check,Yes,3966
6158-DWPZT,24.1,259.8,Bank transfer (automatic),No,3195
3763-GCZHZ,104.05,6890,Electronic check,Yes,5504
0772-GYEQQ,88.35,262.05,Mailed check,Yes,5202
4831-EOBFE,94.65,2649.15,Credit card (automatic),No,5150
4102-OQUPX,74.4,74.4,Electronic check,Yes,5429
9170-GYZJC,79.9,3326.2,Credit card (automatic),No,4734
3999-QGRJH,69.7,560.85,Electronic check,Yes,3068
2454-RPBRZ,98.1,1060.2,Electronic check,Yes,2709
2002-MZHWP,20.5,20.5,Mailed check,No,3820
2265-CYWIV,99.6,347.65,Electronic check,Yes,4708
2004-OCQXK,81.95,81.95,Electronic check,Yes,5622
5027-QPKTE,69.35,451.1,Electronic check,Yes,4292
2672-HUYVI,91.1,455.3,Electronic check,Yes,2266
7508-MYBOG,86.1,1235.55,Electronic check,Yes,2177
0148-DCDOS,94.7,2362.1,Bank transfer (automatic),Yes,5641
9992-RRAMN,85.1,1873.7,Electronic check,Yes,5248
0310-MVLET,99.15,6010.05,Electronic check,Yes,5612
4550-VBOFE,102.95,7101.5,Electronic check,Yes,5005
5696-QURRL,45.05,45.05,Mailed check,Yes,2644
7409-KIUTL,71.0,71,Electronic check,Yes,5345
1732-VHUBQ,70.55,3309.25,Bank transfer (automatic),No,4457
0495-RVCBF,79.7,79.7,Electronic check,Yes,2066
7854-EDSSA,59.0,1254.7,Electronic check,No,2195
8869-TORSS,60.35,2896.4,Credit card (automatic),Yes,2681
0679-IDSTG,69.25,69.25,Electronic check,Yes,4568
2115-BFTIW,70.95,1767.35,Mailed check,No,4881
0611-DFXKO,89.0,1820.45,Mailed check,Yes,4594
7780-OTDSO,99.4,1742.95,Electronic check,Yes,2421
9747-DDZOS,73.5,73.5,Bank transfer (automatic),No,4378
0564-JJHGS,95.5,829.1,Electronic check,Yes,5007
3348-CFRNX,92.35,2602.9,Mailed check,Yes,2990
1428-GTBJJ,74.55,824.75,Electronic check,Yes,4601
8802-UNOJF,83.8,1029.75,Mailed check,Yes,5565
6313-GIDIT,54.45,2854.55,Electronic check,Yes,6280
2845-AFFTX,99.8,4259.3,Electronic check,Yes,4726
2249-YPRNG,105.85,2239.65,Bank transfer (automatic),Yes,4223
7410-YTJIK,75.45,480.75,Mailed check,No,2872
4626-GYCZP,93.85,635.6,Electronic check,Yes,3506
5590-BYNII,100.75,2095,Electronic check,Yes,4152
3237-AJGEH,31.0,95.05,Mailed check,Yes,5122
1591-NFNLQ,80.0,4242.35,Credit card (automatic),No,4769
2815-CPTUL,70.25,331.9,Mailed check,Yes,3684
0596-BQCEQ,100.15,6283.3,Electronic check,Yes,4120
1481-ZUWZA,94.5,2659.4,Credit card (automatic),Yes,5433
2309-OSFEU,33.9,298.45,Mailed check,Yes,2529
1891-FZYSA,89.95,6143.15,Electronic check,Yes,6363
7613-LLQFO,84.45,1059.55,Electronic check,Yes,3330
2640-PMGFL,79.5,2180.55,Electronic check,Yes,2518
3801-HMYNL,89.15,89.15,Mailed check,No,3123
9685-WKZGT,74.95,1036.75,Electronic check,Yes,2075
6022-UGGSO,74.4,2276.95,Electronic check,Yes,2091
4484-CGXFK,55.3,196.15,Electronic check,Yes,3190
6214-EDAKZ,55.15,1206.05,Electronic check,No,5115
6127-ISGTU,84.95,1378.25,Electronic check,Yes,3075
8740-XLHDR,43.25,219,Mailed check,Yes,5824
1208-DNHLN,48.35,1067.15,Credit card (automatic),Yes,4580
1761-AEZZR,79.55,79.55,Electronic check,Yes,5593
3923-CSIHK,71.05,3444.85,Electronic check,Yes,5746
7120-RFMVS,84.5,84.5,Electronic check,No,4340
7317-GGVPB,108.6,7690.9,Credit card (automatic),Yes,4982
1322-AGOQM,30.3,1380.1,Bank transfer (automatic),No,2243
3677-IYRBF,30.4,78.65,Electronic check,Yes,4002
5692-FPTAH,45.4,45.4,Mailed check,Yes,2168
1550-LOAHA,84.15,2585.95,Bank transfer (automatic),No,4017
0268-QKIWO,19.75,58.85,Electronic check,No,2647
0876-WDUUZ,85.4,425.9,Credit card (automatic),Yes,3716
0617-FHSGK,75.2,3678.3,Credit card (automatic),No,5283
2858-MOFSQ,55.85,937.5,Mailed check,Yes,5472
8118-LSUEL,106.4,2483.5,Electronic check,Yes,5507
7005-CCBKV,84.4,556.35,Electronic check,Yes,4539
4250-FDVOU,56.25,389.1,Electronic check,No,4110
5277-ZLOOR,85.55,187.45,Electronic check,Yes,5512
2141-RRYGO,68.65,261.25,Bank transfer (automatic),Yes,5274
6376-GAHQE,77.85,299.2,Electronic check,No,2140
5052-PNLOS,105.35,323.25,Bank transfer (automatic),Yes,3662
6979-ZNSFF,87.05,762.1,Electronic check,Yes,2545
2386-LAHRK,53.5,53.5,Mailed check,Yes,5094
6032-IGALN,25.1,25.1,Mailed check,Yes,4769
4248-HCETZ,79.65,2365.15,Mailed check,Yes,2174
0516-WJVXC,54.2,308.25,Electronic check,No,5476
9174-FKWZE,19.45,19.45,Electronic check,Yes,3848
8809-RIHDD,103.4,7372.65,Electronic check,Yes,5055
4822-NGOCH,84.45,1058.6,Electronic check,Yes,5801
5307-DZCVC,85.95,2628.6,Credit card (automatic),Yes,2431
8679-JOEVF,59.4,1023.9,Electronic check,No,5556
1432-FPAXX,30.6,856.35,Electronic check,Yes,3615
4803-AXVYP,99.55,3734.25,Electronic check,Yes,3474
3884-HCSWG,70.0,1144.5,Electronic check,Yes,4390
5077-DXTCG,45.3,45.3,Electronic check,Yes,2293
1142-WACZW,29.85,75.6,Bank transfer (automatic),No,4268
5649-ANRML,95.1,180.25,Credit card (automatic),Yes,4486
4892-VLANZ,19.8,19.8,Mailed check,No,5600
2919-HBCJO,76.65,333.6,Bank transfer (automatic),Yes,4580
4236-XPXAV,99.15,465.05,Mailed check,Yes,2283
3030-YZADT,44.95,431,Mailed check,No,5023
7410-KTVFV,49.55,878.35,Mailed check,Yes,2815
8393-DLHGA,95.9,2448.75,Electronic check,Yes,2241
7395-IGJOS,81.5,1329.2,Bank transfer (automatic),No,3443
2834-SPCJV,84.1,4348.65,Electronic check,No,6216
7890-VYYWG,36.45,93.7,Mailed check,Yes,3766
9907-SWKKF,25.05,25.05,Mailed check,No,4842
0587-DMGBH,49.85,365.55,Electronic check,Yes,2269
6397-JNZZG,55.55,2342.2,Credit card (automatic),No,2573
3523-QRQLL,69.5,1498.2,Bank transfer (automatic),Yes,5922
0895-DQHEW,104.3,5278.15,Electronic check,Yes,4019
8149-RSOUN,93.85,93.85,Electronic check,Yes,3014
7250-EQKIY,50.45,50.45,Mailed check,No,2426
4013-UBXWQ,74.65,521.1,Electronic check,Yes,4612
5519-NPHVG,94.2,1046.1,Electronic check,Yes,3975
8849-GYOKR,106.55,5763.3,Bank transfer (automatic),No,4893
3148-BLQJT,20.1,20.1,Mailed check,No,5747
0461-CVKMU,83.8,1900.25,Electronic check,No,5737
8806-EAGWC,55.15,159.15,Mailed check,No,5698
7779-LGOVN,86.65,856.65,Electronic check,Yes,4990
9710-ZUSHQ,106.75,4056.75,Bank transfer (automatic),Yes,5849
4183-WCSEP,78.45,2435.15,Electronic check,Yes,3091
5498-TXHLF,87.45,2874.15,Electronic check,No,3358
9722-UJOJR,70.75,1974.8,Electronic check,Yes,2663
3902-FOIGH,101.35,1218.55,Electronic check,Yes,3967
6772-KSATR,81.7,81.7,Electronic check,Yes,5574
7112-OPOTK,68.25,2171.15,Electronic check,No,5647
4210-QFJMF,79.15,317.25,Electronic check,Yes,5762
3318-OSATS,95.45,3474.05,Electronic check,Yes,2080
5828-AVIPD,100.95,1875.55,Electronic check,Yes,4072
1086-LXKFY,69.1,69.1,Mailed check,Yes,4779
2636-ALXXZ,69.6,69.6,Electronic check,Yes,2151
7774-OJSXI,103.45,3066.45,Electronic check,Yes,5387
7786-WBJYI,77.95,305.55,Bank transfer (automatic),No,5365
9885-CSMWE,78.45,78.45,Electronic check,No,2139
5016-ETTFF,29.5,255.25,Mailed check,No,3797
3866-MDTUB,70.75,146.9,Electronic check,Yes,3257
8058-JMEQO,84.45,762.5,Electronic check,Yes,3543
0697-ZMSWS,85.65,338.9,Electronic check,Yes,2330
7657-DYEPJ,70.15,2497.35,Credit card (automatic),Yes,2645
8276-MQBYC,97.8,4913.3,Electronic check,Yes,6204
7593-XFKDI,46.3,46.3,Mailed check,No,3017
0337-CNPZE,106.3,4443.45,Electronic check,Yes,5383
1513-XNPPH,89.4,1095.65,Electronic check,Yes,5047
6015-VVHHE,83.15,446.05,Credit card (automatic),Yes,2516
6347-DCUIK,74.15,811.8,Mailed check,Yes,4231
0897-FEGMU,99.5,1056.95,Electronic check,Yes,5286
7663-RGWBC,44.15,44.15,Mailed check,Yes,4773
1120-BMWUB,53.9,834.15,Mailed check,Yes,5091
9124-LHCJQ,85.45,85.45,Mailed check,Yes,2318
2235-ZGKPT,50.85,239.55,Mailed check,No,5386
3891-PUQOD,59.2,59.2,Electronic check,No,5020
0689-NKYLF,83.2,1060.6,Electronic check,Yes,4028
3658-KIBGF,54.9,54.9,Electronic check,Yes,2833
5519-YLDGW,103.9,2254.2,Electronic check,Yes,3769
4946-EDSEW,19.25,180.3,Mailed check,Yes,5638
2516-VQRRV,75.45,158.4,Mailed check,Yes,3350
7580-UGXNC,54.85,104.2,Mailed check,No,3016
5178-LMXOP,95.1,95.1,Electronic check,Yes,5795
8185-UPYBR,75.5,438,Electronic check,Yes,5838
4585-HETAI,73.75,325.45,Electronic check,Yes,5026
